step 1 layer number:0       UnitName  BlockTemperature
4      MemArray             49.91
5  RowDecoder_L             49.67
6  RowDecoder_R             49.67
7    SenseAmp_B             49.67
8    SenseAmp_T             49.67
layer number:9       UnitName  BlockTemperature
0       Frame_B             49.66
1       Frame_L             49.66
2       Frame_R             49.66
3       Frame_T             49.66
4      MemArray             49.89
5  RowDecoder_L             49.66
6  RowDecoder_R             49.66
7    SenseAmp_B             49.66
8    SenseAmp_T             49.66
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.54
1       Frame_L             49.54
2       Frame_R             49.54
3       Frame_T             49.54
4      MemArray             49.88
5  RowDecoder_L             49.64
6  RowDecoder_R             49.64
7    SenseAmp_B             49.64
8    SenseAmp_T             49.64
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.43
1       Frame_L             49.43
2       Frame_R             49.43
3       Frame_T             49.43
4      MemArray             49.86
5  RowDecoder_L             49.62
6  RowDecoder_R             49.62
7    SenseAmp_B             49.62
8    SenseAmp_T             49.62
layer number:12       UnitName  BlockTemperature
5       Frame_B             49.61
7       Frame_L             49.61
3    SenseAmp_B             49.32
8       Frame_R             49.61
1  RowDecoder_L             49.32
0      MemArray             49.32
2  RowDecoder_R             49.32
4    SenseAmp_T             49.85
6       Frame_T             49.61
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.37
7       Frame_L             49.37
3    SenseAmp_B             49.10
8       Frame_R             49.37
1  RowDecoder_L             49.10
0      MemArray             49.10
2  RowDecoder_R             49.10
4    SenseAmp_T             49.62
6       Frame_T             49.37
step 143 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.12
1       Frame_L             51.12
2       Frame_R             51.12
3       Frame_T             51.12
4      MemArray             50.20
5  RowDecoder_L             49.96
6  RowDecoder_R             49.96
7    SenseAmp_B             49.96
8    SenseAmp_T             49.96
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.14
1       Frame_L             51.14
2       Frame_R             51.14
3       Frame_T             51.14
4      MemArray             50.21
5  RowDecoder_L             49.97
6  RowDecoder_R             49.97
7    SenseAmp_B             49.97
8    SenseAmp_T             49.97
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.14
1       Frame_L             51.14
2       Frame_R             51.14
3       Frame_T             51.14
4      MemArray             50.21
5  RowDecoder_L             49.96
6  RowDecoder_R             49.96
7    SenseAmp_B             49.96
8    SenseAmp_T             49.96
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.06
1       Frame_L             51.06
2       Frame_R             51.06
3       Frame_T             51.06
4      MemArray             50.12
5  RowDecoder_L             49.88
6  RowDecoder_R             49.88
7    SenseAmp_B             49.88
8    SenseAmp_T             49.88
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.37
1       Frame_L             50.37
2       Frame_R             50.37
3       Frame_T             50.37
4      MemArray             50.07
5  RowDecoder_L             49.82
6  RowDecoder_R             49.82
7    SenseAmp_B             49.82
8    SenseAmp_T             49.82
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.23
1       Frame_L             50.23
2       Frame_R             50.23
3       Frame_T             50.23
4      MemArray             50.05
5  RowDecoder_L             49.81
6  RowDecoder_R             49.81
7    SenseAmp_B             49.81
8    SenseAmp_T             49.81
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.09
1       Frame_L             50.09
2       Frame_R             50.09
3       Frame_T             50.09
4      MemArray             50.04
5  RowDecoder_L             49.79
6  RowDecoder_R             49.79
7    SenseAmp_B             49.79
8    SenseAmp_T             49.79
layer number:7       UnitName  BlockTemperature
0       Frame_B             49.96
1       Frame_L             49.96
2       Frame_R             49.96
3       Frame_T             49.96
4      MemArray             50.02
5  RowDecoder_L             49.77
6  RowDecoder_R             49.77
7    SenseAmp_B             49.77
8    SenseAmp_T             49.77
layer number:8       UnitName  BlockTemperature
0       Frame_B             49.85
1       Frame_L             49.85
2       Frame_R             49.85
3       Frame_T             49.85
4      MemArray             50.00
5  RowDecoder_L             49.76
6  RowDecoder_R             49.76
7    SenseAmp_B             49.76
8    SenseAmp_T             49.76
layer number:9       UnitName  BlockTemperature
0       Frame_B             49.74
1       Frame_L             49.74
2       Frame_R             49.74
3       Frame_T             49.74
4      MemArray             49.99
5  RowDecoder_L             49.74
6  RowDecoder_R             49.74
7    SenseAmp_B             49.74
8    SenseAmp_T             49.74
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.62
1       Frame_L             49.62
2       Frame_R             49.62
3       Frame_T             49.62
4      MemArray             49.97
5  RowDecoder_L             49.73
6  RowDecoder_R             49.73
7    SenseAmp_B             49.73
8    SenseAmp_T             49.73
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.51
1       Frame_L             49.51
2       Frame_R             49.51
3       Frame_T             49.51
4      MemArray             49.95
5  RowDecoder_L             49.71
6  RowDecoder_R             49.71
7    SenseAmp_B             49.71
8    SenseAmp_T             49.71
layer number:12       UnitName  BlockTemperature
5       Frame_B             49.70
7       Frame_L             49.70
3    SenseAmp_B             49.40
8       Frame_R             49.70
1  RowDecoder_L             49.40
0      MemArray             49.40
2  RowDecoder_R             49.40
4    SenseAmp_T             49.94
6       Frame_T             49.70
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.46
7       Frame_L             49.46
3    SenseAmp_B             49.17
8       Frame_R             49.46
1  RowDecoder_L             49.17
0      MemArray             49.17
2  RowDecoder_R             49.17
4    SenseAmp_T             49.71
6       Frame_T             49.46
step 144 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.20
1       Frame_L             51.20
2       Frame_R             51.20
3       Frame_T             51.20
4      MemArray             50.30
5  RowDecoder_L             50.05
6  RowDecoder_R             50.05
7    SenseAmp_B             50.05
8    SenseAmp_T             50.05
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.21
1       Frame_L             51.21
2       Frame_R             51.21
3       Frame_T             51.21
4      MemArray             50.30
5  RowDecoder_L             50.05
6  RowDecoder_R             50.05
7    SenseAmp_B             50.05
8    SenseAmp_T             50.05
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.21
1       Frame_L             51.21
2       Frame_R             51.21
3       Frame_T             51.21
4      MemArray             50.30
5  RowDecoder_L             50.05
6  RowDecoder_R             50.05
7    SenseAmp_B             50.05
8    SenseAmp_T             50.05
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.13
1       Frame_L             51.13
2       Frame_R             51.13
3       Frame_T             51.13
4      MemArray             50.21
5  RowDecoder_L             49.96
6  RowDecoder_R             49.96
7    SenseAmp_B             49.96
8    SenseAmp_T             49.96
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.45
1       Frame_L             50.45
2       Frame_R             50.45
3       Frame_T             50.45
4      MemArray             50.16
5  RowDecoder_L             49.91
6  RowDecoder_R             49.91
7    SenseAmp_B             49.91
8    SenseAmp_T             49.91
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.31
1       Frame_L             50.31
2       Frame_R             50.31
3       Frame_T             50.31
4      MemArray             50.14
5  RowDecoder_L             49.89
6  RowDecoder_R             49.89
7    SenseAmp_B             49.89
8    SenseAmp_T             49.89
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.17
1       Frame_L             50.17
2       Frame_R             50.17
3       Frame_T             50.17
4      MemArray             50.13
5  RowDecoder_L             49.88
6  RowDecoder_R             49.88
7    SenseAmp_B             49.88
8    SenseAmp_T             49.88
layer number:7       UnitName  BlockTemperature
0       Frame_B             50.04
1       Frame_L             50.04
2       Frame_R             50.04
3       Frame_T             50.04
4      MemArray             50.11
5  RowDecoder_L             49.86
6  RowDecoder_R             49.86
7    SenseAmp_B             49.86
8    SenseAmp_T             49.86
layer number:8       UnitName  BlockTemperature
0       Frame_B             49.93
1       Frame_L             49.93
2       Frame_R             49.93
3       Frame_T             49.93
4      MemArray             50.10
5  RowDecoder_L             49.85
6  RowDecoder_R             49.85
7    SenseAmp_B             49.85
8    SenseAmp_T             49.85
layer number:9       UnitName  BlockTemperature
0       Frame_B             49.81
1       Frame_L             49.81
2       Frame_R             49.81
3       Frame_T             49.81
4      MemArray             50.08
5  RowDecoder_L             49.83
6  RowDecoder_R             49.83
7    SenseAmp_B             49.83
8    SenseAmp_T             49.83
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.70
1       Frame_L             49.70
2       Frame_R             49.70
3       Frame_T             49.70
4      MemArray             50.07
5  RowDecoder_L             49.81
6  RowDecoder_R             49.81
7    SenseAmp_B             49.81
8    SenseAmp_T             49.81
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.59
1       Frame_L             49.59
2       Frame_R             49.59
3       Frame_T             49.59
4      MemArray             50.05
5  RowDecoder_L             49.80
6  RowDecoder_R             49.80
7    SenseAmp_B             49.80
8    SenseAmp_T             49.80
layer number:12       UnitName  BlockTemperature
5       Frame_B             49.78
7       Frame_L             49.78
3    SenseAmp_B             49.48
8       Frame_R             49.78
1  RowDecoder_L             49.48
0      MemArray             49.48
2  RowDecoder_R             49.48
4    SenseAmp_T             50.03
6       Frame_T             49.78
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.54
7       Frame_L             49.54
3    SenseAmp_B             49.25
8       Frame_R             49.54
1  RowDecoder_L             49.25
0      MemArray             49.25
2  RowDecoder_R             49.25
4    SenseAmp_T             49.80
6       Frame_T             49.54
step 145 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.26
1       Frame_L             51.26
2       Frame_R             51.26
3       Frame_T             51.26
4      MemArray             50.37
5  RowDecoder_L             50.12
6  RowDecoder_R             50.12
7    SenseAmp_B             50.12
8    SenseAmp_T             50.12
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.27
1       Frame_L             51.27
2       Frame_R             51.27
3       Frame_T             51.27
4      MemArray             50.38
5  RowDecoder_L             50.12
6  RowDecoder_R             50.12
7    SenseAmp_B             50.12
8    SenseAmp_T             50.12
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.27
1       Frame_L             51.27
2       Frame_R             51.27
3       Frame_T             51.27
4      MemArray             50.38
5  RowDecoder_L             50.12
6  RowDecoder_R             50.12
7    SenseAmp_B             50.12
8    SenseAmp_T             50.12
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.19
1       Frame_L             51.19
2       Frame_R             51.19
3       Frame_T             51.19
4      MemArray             50.29
5  RowDecoder_L             50.03
6  RowDecoder_R             50.03
7    SenseAmp_B             50.03
8    SenseAmp_T             50.03
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.51
1       Frame_L             50.51
2       Frame_R             50.51
3       Frame_T             50.51
4      MemArray             50.24
5  RowDecoder_L             49.98
6  RowDecoder_R             49.98
7    SenseAmp_B             49.98
8    SenseAmp_T             49.98
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.37
1       Frame_L             50.37
2       Frame_R             50.37
3       Frame_T             50.37
4      MemArray             50.22
5  RowDecoder_L             49.96
6  RowDecoder_R             49.96
7    SenseAmp_B             49.96
8    SenseAmp_T             49.96
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.23
1       Frame_L             50.23
2       Frame_R             50.23
3       Frame_T             50.23
4      MemArray             50.20
5  RowDecoder_L             49.95
6  RowDecoder_R             49.95
7    SenseAmp_B             49.95
8    SenseAmp_T             49.95
layer number:7       UnitName  BlockTemperature
0       Frame_B             50.10
1       Frame_L             50.10
2       Frame_R             50.10
3       Frame_T             50.10
4      MemArray             50.19
5  RowDecoder_L             49.93
6  RowDecoder_R             49.93
7    SenseAmp_B             49.93
8    SenseAmp_T             49.93
layer number:8       UnitName  BlockTemperature
0       Frame_B             49.99
1       Frame_L             49.99
2       Frame_R             49.99
3       Frame_T             49.99
4      MemArray             50.17
5  RowDecoder_L             49.91
6  RowDecoder_R             49.91
7    SenseAmp_B             49.91
8    SenseAmp_T             49.91
layer number:9       UnitName  BlockTemperature
0       Frame_B             49.88
1       Frame_L             49.88
2       Frame_R             49.88
3       Frame_T             49.88
4      MemArray             50.16
5  RowDecoder_L             49.90
6  RowDecoder_R             49.90
7    SenseAmp_B             49.90
8    SenseAmp_T             49.90
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.76
1       Frame_L             49.76
2       Frame_R             49.76
3       Frame_T             49.76
4      MemArray             50.14
5  RowDecoder_L             49.88
6  RowDecoder_R             49.88
7    SenseAmp_B             49.88
8    SenseAmp_T             49.88
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.65
1       Frame_L             49.65
2       Frame_R             49.65
3       Frame_T             49.65
4      MemArray             50.12
5  RowDecoder_L             49.87
6  RowDecoder_R             49.87
7    SenseAmp_B             49.87
8    SenseAmp_T             49.87
layer number:12       UnitName  BlockTemperature
5       Frame_B             49.85
7       Frame_L             49.85
3    SenseAmp_B             49.54
8       Frame_R             49.85
1  RowDecoder_L             49.54
0      MemArray             49.54
2  RowDecoder_R             49.54
4    SenseAmp_T             50.11
6       Frame_T             49.85
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.61
7       Frame_L             49.61
3    SenseAmp_B             49.31
8       Frame_R             49.61
1  RowDecoder_L             49.31
0      MemArray             49.31
2  RowDecoder_R             49.31
4    SenseAmp_T             49.88
6       Frame_T             49.61
step 146 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.30
1       Frame_L             51.30
2       Frame_R             51.30
3       Frame_T             51.30
4      MemArray             50.43
5  RowDecoder_L             50.17
6  RowDecoder_R             50.17
7    SenseAmp_B             50.17
8    SenseAmp_T             50.17
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.32
1       Frame_L             51.32
2       Frame_R             51.32
3       Frame_T             51.32
4      MemArray             50.44
5  RowDecoder_L             50.17
6  RowDecoder_R             50.17
7    SenseAmp_B             50.17
8    SenseAmp_T             50.17
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.32
1       Frame_L             51.32
2       Frame_R             51.32
3       Frame_T             51.32
4      MemArray             50.44
5  RowDecoder_L             50.17
6  RowDecoder_R             50.17
7    SenseAmp_B             50.17
8    SenseAmp_T             50.17
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.24
1       Frame_L             51.24
2       Frame_R             51.24
3       Frame_T             51.24
4      MemArray             50.35
5  RowDecoder_L             50.09
6  RowDecoder_R             50.09
7    SenseAmp_B             50.09
8    SenseAmp_T             50.09
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.55
1       Frame_L             50.55
2       Frame_R             50.55
3       Frame_T             50.55
4      MemArray             50.30
5  RowDecoder_L             50.03
6  RowDecoder_R             50.03
7    SenseAmp_B             50.03
8    SenseAmp_T             50.03
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.41
1       Frame_L             50.41
2       Frame_R             50.41
3       Frame_T             50.41
4      MemArray             50.28
5  RowDecoder_L             50.02
6  RowDecoder_R             50.02
7    SenseAmp_B             50.02
8    SenseAmp_T             50.02
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.28
1       Frame_L             50.28
2       Frame_R             50.28
3       Frame_T             50.28
4      MemArray             50.26
5  RowDecoder_L             50.00
6  RowDecoder_R             50.00
7    SenseAmp_B             50.00
8    SenseAmp_T             50.00
layer number:7       UnitName  BlockTemperature
0       Frame_B             50.15
1       Frame_L             50.15
2       Frame_R             50.15
3       Frame_T             50.15
4      MemArray             50.25
5  RowDecoder_L             49.98
6  RowDecoder_R             49.98
7    SenseAmp_B             49.98
8    SenseAmp_T             49.98
layer number:8       UnitName  BlockTemperature
0       Frame_B             50.04
1       Frame_L             50.04
2       Frame_R             50.04
3       Frame_T             50.04
4      MemArray             50.23
5  RowDecoder_L             49.97
6  RowDecoder_R             49.97
7    SenseAmp_B             49.97
8    SenseAmp_T             49.97
layer number:9       UnitName  BlockTemperature
0       Frame_B             49.93
1       Frame_L             49.93
2       Frame_R             49.93
3       Frame_T             49.93
4      MemArray             50.21
5  RowDecoder_L             49.95
6  RowDecoder_R             49.95
7    SenseAmp_B             49.95
8    SenseAmp_T             49.95
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.81
1       Frame_L             49.81
2       Frame_R             49.81
3       Frame_T             49.81
4      MemArray             50.20
5  RowDecoder_L             49.94
6  RowDecoder_R             49.94
7    SenseAmp_B             49.94
8    SenseAmp_T             49.94
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.70
1       Frame_L             49.70
2       Frame_R             49.70
3       Frame_T             49.70
4      MemArray             50.18
5  RowDecoder_L             49.92
6  RowDecoder_R             49.92
7    SenseAmp_B             49.92
8    SenseAmp_T             49.92
layer number:12       UnitName  BlockTemperature
5       Frame_B             49.90
7       Frame_L             49.90
3    SenseAmp_B             49.59
8       Frame_R             49.90
1  RowDecoder_L             49.59
0      MemArray             49.59
2  RowDecoder_R             49.59
4    SenseAmp_T             50.17
6       Frame_T             49.90
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.66
7       Frame_L             49.66
3    SenseAmp_B             49.36
8       Frame_R             49.66
1  RowDecoder_L             49.36
0      MemArray             49.36
2  RowDecoder_R             49.36
4    SenseAmp_T             49.93
6       Frame_T             49.66
step 147 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.35
1       Frame_L             51.35
2       Frame_R             51.35
3       Frame_T             51.35
4      MemArray             50.49
5  RowDecoder_L             50.23
6  RowDecoder_R             50.23
7    SenseAmp_B             50.23
8    SenseAmp_T             50.23
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.37
1       Frame_L             51.37
2       Frame_R             51.37
3       Frame_T             51.37
4      MemArray             50.50
5  RowDecoder_L             50.23
6  RowDecoder_R             50.23
7    SenseAmp_B             50.23
8    SenseAmp_T             50.23
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.37
1       Frame_L             51.37
2       Frame_R             51.37
3       Frame_T             51.37
4      MemArray             50.49
5  RowDecoder_L             50.23
6  RowDecoder_R             50.23
7    SenseAmp_B             50.23
8    SenseAmp_T             50.23
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.29
1       Frame_L             51.29
2       Frame_R             51.29
3       Frame_T             51.29
4      MemArray             50.41
5  RowDecoder_L             50.14
6  RowDecoder_R             50.14
7    SenseAmp_B             50.14
8    SenseAmp_T             50.14
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.60
1       Frame_L             50.60
2       Frame_R             50.60
3       Frame_T             50.60
4      MemArray             50.36
5  RowDecoder_L             50.09
6  RowDecoder_R             50.09
7    SenseAmp_B             50.09
8    SenseAmp_T             50.09
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.46
1       Frame_L             50.46
2       Frame_R             50.46
3       Frame_T             50.46
4      MemArray             50.34
5  RowDecoder_L             50.07
6  RowDecoder_R             50.07
7    SenseAmp_B             50.07
8    SenseAmp_T             50.07
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.32
1       Frame_L             50.32
2       Frame_R             50.32
3       Frame_T             50.32
4      MemArray             50.32
5  RowDecoder_L             50.05
6  RowDecoder_R             50.05
7    SenseAmp_B             50.05
8    SenseAmp_T             50.05
layer number:7       UnitName  BlockTemperature
0       Frame_B             50.20
1       Frame_L             50.20
2       Frame_R             50.20
3       Frame_T             50.20
4      MemArray             50.31
5  RowDecoder_L             50.04
6  RowDecoder_R             50.04
7    SenseAmp_B             50.04
8    SenseAmp_T             50.04
layer number:8       UnitName  BlockTemperature
0       Frame_B             50.09
1       Frame_L             50.09
2       Frame_R             50.09
3       Frame_T             50.09
4      MemArray             50.29
5  RowDecoder_L             50.02
6  RowDecoder_R             50.02
7    SenseAmp_B             50.02
8    SenseAmp_T             50.02
layer number:9       UnitName  BlockTemperature
0       Frame_B             49.97
1       Frame_L             49.97
2       Frame_R             49.97
3       Frame_T             49.97
4      MemArray             50.27
5  RowDecoder_L             50.00
6  RowDecoder_R             50.00
7    SenseAmp_B             50.00
8    SenseAmp_T             50.00
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.86
1       Frame_L             49.86
2       Frame_R             49.86
3       Frame_T             49.86
4      MemArray             50.26
5  RowDecoder_L             49.99
6  RowDecoder_R             49.99
7    SenseAmp_B             49.99
8    SenseAmp_T             49.99
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.75
1       Frame_L             49.75
2       Frame_R             49.75
3       Frame_T             49.75
4      MemArray             50.24
5  RowDecoder_L             49.97
6  RowDecoder_R             49.97
7    SenseAmp_B             49.97
8    SenseAmp_T             49.97
layer number:12       UnitName  BlockTemperature
5       Frame_B             49.96
7       Frame_L             49.96
3    SenseAmp_B             49.64
8       Frame_R             49.96
1  RowDecoder_L             49.64
0      MemArray             49.64
2  RowDecoder_R             49.64
4    SenseAmp_T             50.23
6       Frame_T             49.96
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.71
7       Frame_L             49.71
3    SenseAmp_B             49.41
8       Frame_R             49.71
1  RowDecoder_L             49.41
0      MemArray             49.41
2  RowDecoder_R             49.41
4    SenseAmp_T             49.99
6       Frame_T             49.71
step 148 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.40
1       Frame_L             51.40
2       Frame_R             51.40
3       Frame_T             51.40
4      MemArray             50.55
5  RowDecoder_L             50.28
6  RowDecoder_R             50.28
7    SenseAmp_B             50.28
8    SenseAmp_T             50.28
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.42
1       Frame_L             51.42
2       Frame_R             51.42
3       Frame_T             51.42
4      MemArray             50.56
5  RowDecoder_L             50.28
6  RowDecoder_R             50.28
7    SenseAmp_B             50.28
8    SenseAmp_T             50.28
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.41
1       Frame_L             51.41
2       Frame_R             51.41
3       Frame_T             51.41
4      MemArray             50.55
5  RowDecoder_L             50.28
6  RowDecoder_R             50.28
7    SenseAmp_B             50.28
8    SenseAmp_T             50.28
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.33
1       Frame_L             51.33
2       Frame_R             51.33
3       Frame_T             51.33
4      MemArray             50.47
5  RowDecoder_L             50.19
6  RowDecoder_R             50.19
7    SenseAmp_B             50.19
8    SenseAmp_T             50.19
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.65
1       Frame_L             50.65
2       Frame_R             50.65
3       Frame_T             50.65
4      MemArray             50.41
5  RowDecoder_L             50.14
6  RowDecoder_R             50.14
7    SenseAmp_B             50.14
8    SenseAmp_T             50.14
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.51
1       Frame_L             50.51
2       Frame_R             50.51
3       Frame_T             50.51
4      MemArray             50.40
5  RowDecoder_L             50.12
6  RowDecoder_R             50.12
7    SenseAmp_B             50.12
8    SenseAmp_T             50.12
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.37
1       Frame_L             50.37
2       Frame_R             50.37
3       Frame_T             50.37
4      MemArray             50.38
5  RowDecoder_L             50.11
6  RowDecoder_R             50.11
7    SenseAmp_B             50.11
8    SenseAmp_T             50.11
layer number:7       UnitName  BlockTemperature
0       Frame_B             50.25
1       Frame_L             50.25
2       Frame_R             50.25
3       Frame_T             50.25
4      MemArray             50.37
5  RowDecoder_L             50.09
6  RowDecoder_R             50.09
7    SenseAmp_B             50.09
8    SenseAmp_T             50.09
layer number:8       UnitName  BlockTemperature
0       Frame_B             50.14
1       Frame_L             50.14
2       Frame_R             50.14
3       Frame_T             50.14
4      MemArray             50.35
5  RowDecoder_L             50.08
6  RowDecoder_R             50.08
7    SenseAmp_B             50.08
8    SenseAmp_T             50.08
layer number:9       UnitName  BlockTemperature
0       Frame_B             50.02
1       Frame_L             50.02
2       Frame_R             50.02
3       Frame_T             50.02
4      MemArray             50.33
5  RowDecoder_L             50.06
6  RowDecoder_R             50.06
7    SenseAmp_B             50.06
8    SenseAmp_T             50.06
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.91
1       Frame_L             49.91
2       Frame_R             49.91
3       Frame_T             49.91
4      MemArray             50.32
5  RowDecoder_L             50.04
6  RowDecoder_R             50.04
7    SenseAmp_B             50.04
8    SenseAmp_T             50.04
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.80
1       Frame_L             49.80
2       Frame_R             49.80
3       Frame_T             49.80
4      MemArray             50.30
5  RowDecoder_L             50.03
6  RowDecoder_R             50.03
7    SenseAmp_B             50.03
8    SenseAmp_T             50.03
layer number:12       UnitName  BlockTemperature
5       Frame_B             50.01
7       Frame_L             50.01
3    SenseAmp_B             49.69
8       Frame_R             50.01
1  RowDecoder_L             49.69
0      MemArray             49.69
2  RowDecoder_R             49.69
4    SenseAmp_T             50.29
6       Frame_T             50.01
layer number:13       UnitName  BlockTemperature
5       Frame_B             49.77
7       Frame_L             49.77
3    SenseAmp_B             49.45
8       Frame_R             49.77
1  RowDecoder_L             49.45
0      MemArray             49.45
2  RowDecoder_R             49.45
4    SenseAmp_T             50.05
6       Frame_T             49.77
step 149 layer number:0       UnitName  BlockTemperature
0       Frame_B             51.45
1       Frame_L             51.45
2       Frame_R             51.45
3       Frame_T             51.45
4      MemArray             50.61
5  RowDecoder_L             50.33
6  RowDecoder_R             50.33
7    SenseAmp_B             50.33
8    SenseAmp_T             50.33
layer number:1       UnitName  BlockTemperature
0       Frame_B             51.46
1       Frame_L             51.46
2       Frame_R             51.46
3       Frame_T             51.46
4      MemArray             50.62
5  RowDecoder_L             50.34
6  RowDecoder_R             50.34
7    SenseAmp_B             50.34
8    SenseAmp_T             50.34
layer number:2       UnitName  BlockTemperature
0       Frame_B             51.46
1       Frame_L             51.46
2       Frame_R             51.46
3       Frame_T             51.46
4      MemArray             50.61
5  RowDecoder_L             50.33
6  RowDecoder_R             50.33
7    SenseAmp_B             50.33
8    SenseAmp_T             50.33
layer number:3       UnitName  BlockTemperature
0       Frame_B             51.38
1       Frame_L             51.38
2       Frame_R             51.38
3       Frame_T             51.38
4      MemArray             50.53
5  RowDecoder_L             50.25
6  RowDecoder_R             50.25
7    SenseAmp_B             50.25
8    SenseAmp_T             50.25
layer number:4       UnitName  BlockTemperature
0       Frame_B             50.69
1       Frame_L             50.69
2       Frame_R             50.69
3       Frame_T             50.69
4      MemArray             50.47
5  RowDecoder_L             50.19
6  RowDecoder_R             50.19
7    SenseAmp_B             50.19
8    SenseAmp_T             50.19
layer number:5       UnitName  BlockTemperature
0       Frame_B             50.56
1       Frame_L             50.56
2       Frame_R             50.56
3       Frame_T             50.56
4      MemArray             50.46
5  RowDecoder_L             50.18
6  RowDecoder_R             50.18
7    SenseAmp_B             50.18
8    SenseAmp_T             50.18
layer number:6       UnitName  BlockTemperature
0       Frame_B             50.42
1       Frame_L             50.42
2       Frame_R             50.42
3       Frame_T             50.42
4      MemArray             50.44
5  RowDecoder_L             50.16
6  RowDecoder_R             50.16
7    SenseAmp_B             50.16
8    SenseAmp_T             50.16
layer number:7       UnitName  BlockTemperature
0       Frame_B             50.30
1       Frame_L             50.30
2       Frame_R             50.30
3       Frame_T             50.30
4      MemArray             50.42
5  RowDecoder_L             50.14
6  RowDecoder_R             50.14
7    SenseAmp_B             50.14
8    SenseAmp_T             50.14
layer number:8       UnitName  BlockTemperature
0       Frame_B             50.19
1       Frame_L             50.19
2       Frame_R             50.19
3       Frame_T             50.19
4      MemArray             50.41
5  RowDecoder_L             50.13
6  RowDecoder_R             50.13
7    SenseAmp_B             50.13
8    SenseAmp_T             50.13
layer number:9       UnitName  BlockTemperature
0       Frame_B             50.07
1       Frame_L             50.07
2       Frame_R             50.07
3       Frame_T             50.07
4      MemArray             50.39
5  RowDecoder_L             50.11
6  RowDecoder_R             50.11
7    SenseAmp_B             50.11
8    SenseAmp_T             50.11
layer number:10       UnitName  BlockTemperature
0       Frame_B             49.96
1       Frame_L             49.96
2       Frame_R             49.96
3       Frame_T             49.96
4      MemArray             50.38
5  RowDecoder_L             50.10
6  RowDecoder_R             50.10
7    SenseAmp_B             50.10
8    SenseAmp_T             50.10
layer number:11       UnitName  BlockTemperature
0       Frame_B             49.85
1       Frame_L             49.85
2       Frame_R             49.85
3       Frame_T             49.85
4      MemArray             50.36
