step 1 layer number:0       UnitName  BlockTemperature
2       Frame_R             88.72
3       Frame_T             88.69
4      MemArray             92.20
5  RowDecoder_L             89.34
6  RowDecoder_R             89.34
7    SenseAmp_B             89.31
8    SenseAmp_T             89.31
layer number:9       UnitName  BlockTemperature
0       Frame_B             87.94
1       Frame_L             87.96
2       Frame_R             87.96
3       Frame_T             87.94
4      MemArray             92.08
5  RowDecoder_L             89.22
6  RowDecoder_R             89.22
7    SenseAmp_B             89.19
8    SenseAmp_T             89.19
layer number:10       UnitName  BlockTemperature
0       Frame_B             87.18
1       Frame_L             87.20
2       Frame_R             87.20
3       Frame_T             87.18
4      MemArray             91.98
5  RowDecoder_L             89.12
6  RowDecoder_R             89.12
7    SenseAmp_B             89.09
8    SenseAmp_T             89.09
layer number:11       UnitName  BlockTemperature
0       Frame_B             86.42
1       Frame_L             86.45
2       Frame_R             86.45
3       Frame_T             86.42
4      MemArray             91.86
5  RowDecoder_L             89.00
6  RowDecoder_R             89.00
7    SenseAmp_B             88.97
8    SenseAmp_T             88.97
layer number:12       UnitName  BlockTemperature
5       Frame_B             88.89
7       Frame_L             88.87
3    SenseAmp_B             85.66
8       Frame_R             88.87
1  RowDecoder_L             85.69
0      MemArray             85.66
2  RowDecoder_R             85.69
4    SenseAmp_T             91.76
6       Frame_T             88.89
layer number:13       UnitName  BlockTemperature
5       Frame_B             86.92
7       Frame_L             86.91
3    SenseAmp_B             83.86
8       Frame_R             86.91
1  RowDecoder_L             83.88
0      MemArray             83.86
2  RowDecoder_R             83.88
4    SenseAmp_T             89.82
6       Frame_T             86.92
step 276 layer number:0       UnitName  BlockTemperature
0       Frame_B             96.93
1       Frame_L             96.96
2       Frame_R             96.96
3       Frame_T             96.93
4      MemArray             93.77
5  RowDecoder_L             90.90
6  RowDecoder_R             90.90
7    SenseAmp_B             90.87
8    SenseAmp_T             90.87
layer number:1       UnitName  BlockTemperature
0       Frame_B             97.04
1       Frame_L             97.06
2       Frame_R             97.06
3       Frame_T             97.04
4      MemArray             93.79
5  RowDecoder_L             90.92
6  RowDecoder_R             90.92
7    SenseAmp_B             90.89
8    SenseAmp_T             90.89
layer number:2       UnitName  BlockTemperature
0       Frame_B             97.03
1       Frame_L             97.05
2       Frame_R             97.05
3       Frame_T             97.03
4      MemArray             93.78
5  RowDecoder_L             90.90
6  RowDecoder_R             90.90
7    SenseAmp_B             90.88
8    SenseAmp_T             90.88
layer number:3       UnitName  BlockTemperature
0       Frame_B             96.49
1       Frame_L             96.51
2       Frame_R             96.51
3       Frame_T             96.49
4      MemArray             93.20
5  RowDecoder_L             90.32
6  RowDecoder_R             90.32
7    SenseAmp_B             90.29
8    SenseAmp_T             90.29
layer number:4       UnitName  BlockTemperature
0       Frame_B             91.90
1       Frame_L             91.93
2       Frame_R             91.93
3       Frame_T             91.90
4      MemArray             92.85
5  RowDecoder_L             89.97
6  RowDecoder_R             89.97
7    SenseAmp_B             89.94
8    SenseAmp_T             89.94
layer number:5       UnitName  BlockTemperature
0       Frame_B             91.14
1       Frame_L             91.17
2       Frame_R             91.17
3       Frame_T             91.14
4      MemArray             92.73
5  RowDecoder_L             89.85
6  RowDecoder_R             89.85
7    SenseAmp_B             89.82
8    SenseAmp_T             89.82
layer number:6       UnitName  BlockTemperature
0       Frame_B             90.38
1       Frame_L             90.41
2       Frame_R             90.41
3       Frame_T             90.38
4      MemArray             92.63
5  RowDecoder_L             89.75
6  RowDecoder_R             89.75
7    SenseAmp_B             89.72
8    SenseAmp_T             89.72
layer number:7       UnitName  BlockTemperature
0       Frame_B             89.63
1       Frame_L             89.65
2       Frame_R             89.65
3       Frame_T             89.63
4      MemArray             92.51
5  RowDecoder_L             89.63
6  RowDecoder_R             89.63
7    SenseAmp_B             89.60
8    SenseAmp_T             89.60
layer number:8       UnitName  BlockTemperature
0       Frame_B             88.87
1       Frame_L             88.90
2       Frame_R             88.90
3       Frame_T             88.87
4      MemArray             92.41
5  RowDecoder_L             89.53
6  RowDecoder_R             89.53
7    SenseAmp_B             89.50
8    SenseAmp_T             89.50
layer number:9       UnitName  BlockTemperature
0       Frame_B             88.11
1       Frame_L             88.14
2       Frame_R             88.14
3       Frame_T             88.11
4      MemArray             92.29
5  RowDecoder_L             89.41
6  RowDecoder_R             89.41
7    SenseAmp_B             89.38
8    SenseAmp_T             89.38
layer number:10       UnitName  BlockTemperature
0       Frame_B             87.35
1       Frame_L             87.38
2       Frame_R             87.38
3       Frame_T             87.35
4      MemArray             92.19
5  RowDecoder_L             89.31
6  RowDecoder_R             89.31
7    SenseAmp_B             89.28
8    SenseAmp_T             89.28
layer number:11       UnitName  BlockTemperature
0       Frame_B             86.60
1       Frame_L             86.62
2       Frame_R             86.62
3       Frame_T             86.60
4      MemArray             92.07
5  RowDecoder_L             89.19
6  RowDecoder_R             89.19
7    SenseAmp_B             89.16
8    SenseAmp_T             89.16
layer number:12       UnitName  BlockTemperature
5       Frame_B             89.09
7       Frame_L             89.06
3    SenseAmp_B             85.84
8       Frame_R             89.06
1  RowDecoder_L             85.87
0      MemArray             85.84
2  RowDecoder_R             85.87
4    SenseAmp_T             91.97
6       Frame_T             89.09
layer number:13       UnitName  BlockTemperature
5       Frame_B             87.11
7       Frame_L             87.10
3    SenseAmp_B             84.03
8       Frame_R             87.10
1  RowDecoder_L             84.05
0      MemArray             84.03
2  RowDecoder_R             84.05
4    SenseAmp_T             90.03
6       Frame_T             87.11
step 277 layer number:0       UnitName  BlockTemperature
0       Frame_B             97.10
1       Frame_L             97.13
2       Frame_R             97.13
3       Frame_T             97.10
4      MemArray             93.98
5  RowDecoder_L             91.10
6  RowDecoder_R             91.10
7    SenseAmp_B             91.07
8    SenseAmp_T             91.07
layer number:1       UnitName  BlockTemperature
0       Frame_B             97.21
1       Frame_L             97.23
2       Frame_R             97.23
3       Frame_T             97.21
4      MemArray             94.00
5  RowDecoder_L             91.11
6  RowDecoder_R             91.11
7    SenseAmp_B             91.08
8    SenseAmp_T             91.08
layer number:2       UnitName  BlockTemperature
0       Frame_B             97.20
1       Frame_L             97.22
2       Frame_R             97.22
3       Frame_T             97.20
4      MemArray             93.99
5  RowDecoder_L             91.10
6  RowDecoder_R             91.10
7    SenseAmp_B             91.07
8    SenseAmp_T             91.07
layer number:3       UnitName  BlockTemperature
0       Frame_B             96.66
1       Frame_L             96.68
2       Frame_R             96.68
3       Frame_T             96.66
4      MemArray             93.41
5  RowDecoder_L             90.51
6  RowDecoder_R             90.51
7    SenseAmp_B             90.48
8    SenseAmp_T             90.48
layer number:4       UnitName  BlockTemperature
0       Frame_B             92.08
1       Frame_L             92.10
2       Frame_R             92.10
3       Frame_T             92.08
4      MemArray             93.06
5  RowDecoder_L             90.16
6  RowDecoder_R             90.16
7    SenseAmp_B             90.13
8    SenseAmp_T             90.13
layer number:5       UnitName  BlockTemperature
0       Frame_B             91.32
1       Frame_L             91.34
2       Frame_R             91.34
3       Frame_T             91.32
4      MemArray             92.94
5  RowDecoder_L             90.04
6  RowDecoder_R             90.04
7    SenseAmp_B             90.01
8    SenseAmp_T             90.01
layer number:6       UnitName  BlockTemperature
0       Frame_B             90.56
1       Frame_L             90.59
2       Frame_R             90.59
3       Frame_T             90.56
4      MemArray             92.84
5  RowDecoder_L             89.94
6  RowDecoder_R             89.94
7    SenseAmp_B             89.91
8    SenseAmp_T             89.91
layer number:7       UnitName  BlockTemperature
0       Frame_B             89.80
1       Frame_L             89.83
2       Frame_R             89.83
3       Frame_T             89.80
4      MemArray             92.72
5  RowDecoder_L             89.82
6  RowDecoder_R             89.82
7    SenseAmp_B             89.79
8    SenseAmp_T             89.79
layer number:8       UnitName  BlockTemperature
0       Frame_B             89.05
1       Frame_L             89.07
2       Frame_R             89.07
3       Frame_T             89.05
4      MemArray             92.62
5  RowDecoder_L             89.72
6  RowDecoder_R             89.72
7    SenseAmp_B             89.69
8    SenseAmp_T             89.69
layer number:9       UnitName  BlockTemperature
0       Frame_B             88.29
1       Frame_L             88.31
2       Frame_R             88.31
3       Frame_T             88.29
4      MemArray             92.50
5  RowDecoder_L             89.60
6  RowDecoder_R             89.60
7    SenseAmp_B             89.57
8    SenseAmp_T             89.57
layer number:10       UnitName  BlockTemperature
0       Frame_B             87.53
1       Frame_L             87.56
2       Frame_R             87.56
3       Frame_T             87.53
4      MemArray             92.40
5  RowDecoder_L             89.50
6  RowDecoder_R             89.50
7    SenseAmp_B             89.47
8    SenseAmp_T             89.47
layer number:11       UnitName  BlockTemperature
0       Frame_B             86.77
1       Frame_L             86.80
2       Frame_R             86.80
3       Frame_T             86.77
4      MemArray             92.28
5  RowDecoder_L             89.38
6  RowDecoder_R             89.38
7    SenseAmp_B             89.35
8    SenseAmp_T             89.35
layer number:12       UnitName  BlockTemperature
5       Frame_B             89.28
7       Frame_L             89.25
3    SenseAmp_B             86.02
8       Frame_R             89.25
1  RowDecoder_L             86.04
0      MemArray             86.02
2  RowDecoder_R             86.04
4    SenseAmp_T             92.18
6       Frame_T             89.28
layer number:13       UnitName  BlockTemperature
5       Frame_B             87.30
7       Frame_L             87.28
3    SenseAmp_B             84.20
8       Frame_R             87.28
1  RowDecoder_L             84.22
0      MemArray             84.20
2  RowDecoder_R             84.22
4    SenseAmp_T             90.23
6       Frame_T             87.30
step 278 layer number:0       UnitName  BlockTemperature
0       Frame_B             97.27
1       Frame_L             97.30
2       Frame_R             97.30
3       Frame_T             97.27
4      MemArray             94.19
5  RowDecoder_L             91.29
6  RowDecoder_R             91.29
7    SenseAmp_B             91.26
8    SenseAmp_T             91.26
layer number:1       UnitName  BlockTemperature
0       Frame_B             97.38
1       Frame_L             97.40
2       Frame_R             97.40
3       Frame_T             97.38
4      MemArray             94.21
5  RowDecoder_L             91.30
6  RowDecoder_R             91.30
7    SenseAmp_B             91.27
8    SenseAmp_T             91.27
layer number:2       UnitName  BlockTemperature
0       Frame_B             97.37
1       Frame_L             97.39
2       Frame_R             97.39
3       Frame_T             97.37
4      MemArray             94.20
5  RowDecoder_L             91.29
6  RowDecoder_R             91.29
7    SenseAmp_B             91.26
8    SenseAmp_T             91.26
layer number:3       UnitName  BlockTemperature
0       Frame_B             96.83
1       Frame_L             96.86
2       Frame_R             96.86
3       Frame_T             96.83
4      MemArray             93.62
5  RowDecoder_L             90.70
6  RowDecoder_R             90.70
7    SenseAmp_B             90.68
8    SenseAmp_T             90.68
layer number:4       UnitName  BlockTemperature
0       Frame_B             92.25
1       Frame_L             92.28
2       Frame_R             92.28
3       Frame_T             92.25
4      MemArray             93.27
5  RowDecoder_L             90.35
6  RowDecoder_R             90.35
7    SenseAmp_B             90.32
8    SenseAmp_T             90.32
layer number:5       UnitName  BlockTemperature
0       Frame_B             91.49
1       Frame_L             91.52
2       Frame_R             91.52
3       Frame_T             91.49
4      MemArray             93.15
5  RowDecoder_L             90.23
6  RowDecoder_R             90.23
7    SenseAmp_B             90.20
8    SenseAmp_T             90.20
layer number:6       UnitName  BlockTemperature
0       Frame_B             90.74
1       Frame_L             90.76
2       Frame_R             90.76
3       Frame_T             90.74
4      MemArray             93.05
5  RowDecoder_L             90.13
6  RowDecoder_R             90.13
7    SenseAmp_B             90.11
8    SenseAmp_T             90.11
layer number:7       UnitName  BlockTemperature
0       Frame_B             89.98
1       Frame_L             90.01
2       Frame_R             90.01
3       Frame_T             89.98
4      MemArray             92.93
5  RowDecoder_L             90.02
6  RowDecoder_R             90.02
7    SenseAmp_B             89.99
8    SenseAmp_T             89.99
layer number:8       UnitName  BlockTemperature
0       Frame_B             89.22
1       Frame_L             89.25
2       Frame_R             89.25
3       Frame_T             89.22
4      MemArray             92.83
5  RowDecoder_L             89.91
6  RowDecoder_R             89.91
7    SenseAmp_B             89.89
8    SenseAmp_T             89.89
layer number:9       UnitName  BlockTemperature
0       Frame_B             88.46
1       Frame_L             88.49
2       Frame_R             88.49
3       Frame_T             88.46
4      MemArray             92.71
5  RowDecoder_L             89.80
6  RowDecoder_R             89.80
7    SenseAmp_B             89.77
8    SenseAmp_T             89.77
layer number:10       UnitName  BlockTemperature
0       Frame_B             87.71
1       Frame_L             87.73
2       Frame_R             87.73
3       Frame_T             87.71
4      MemArray             92.61
5  RowDecoder_L             89.69
6  RowDecoder_R             89.69
7    SenseAmp_B             89.67
8    SenseAmp_T             89.67
layer number:11       UnitName  BlockTemperature
0       Frame_B             86.95
1       Frame_L             86.98
2       Frame_R             86.98
3       Frame_T             86.95
4      MemArray             92.49
5  RowDecoder_L             89.57
6  RowDecoder_R             89.57
7    SenseAmp_B             89.55
8    SenseAmp_T             89.55
layer number:12       UnitName  BlockTemperature
5       Frame_B             89.47
7       Frame_L             89.44
3    SenseAmp_B             86.19
8       Frame_R             89.44
1  RowDecoder_L             86.22
0      MemArray             86.19
2  RowDecoder_R             86.22
4    SenseAmp_T             92.39
6       Frame_T             89.47
layer number:13       UnitName  BlockTemperature
5       Frame_B             87.49
7       Frame_L             87.47
3    SenseAmp_B             84.37
8       Frame_R             87.47
1  RowDecoder_L             84.39
0      MemArray             84.37
2  RowDecoder_R             84.39
4    SenseAmp_T             90.43
6       Frame_T             87.49
step 279 layer number:0       UnitName  BlockTemperature
0       Frame_B             97.45
1       Frame_L             97.47
2       Frame_R             97.47
3       Frame_T             97.45
4      MemArray             94.41
5  RowDecoder_L             91.48
6  RowDecoder_R             91.48
7    SenseAmp_B             91.45
8    SenseAmp_T             91.45
layer number:1       UnitName  BlockTemperature
0       Frame_B             97.55
1       Frame_L             97.57
2       Frame_R             97.57
3       Frame_T             97.55
4      MemArray             94.42
5  RowDecoder_L             91.50
6  RowDecoder_R             91.50
7    SenseAmp_B             91.47
8    SenseAmp_T             91.47
layer number:2       UnitName  BlockTemperature
0       Frame_B             97.54
1       Frame_L             97.56
2       Frame_R             97.56
3       Frame_T             97.54
4      MemArray             94.41
5  RowDecoder_L             91.48
6  RowDecoder_R             91.48
7    SenseAmp_B             91.45
8    SenseAmp_T             91.45
layer number:3       UnitName  BlockTemperature
0       Frame_B             97.00
1       Frame_L             97.03
2       Frame_R             97.03
3       Frame_T             97.00
4      MemArray             93.83
5  RowDecoder_L             90.90
6  RowDecoder_R             90.90
7    SenseAmp_B             90.87
8    SenseAmp_T             90.87
layer number:4       UnitName  BlockTemperature
0       Frame_B             92.43
1       Frame_L             92.46
2       Frame_R             92.46
3       Frame_T             92.43
4      MemArray             93.48
5  RowDecoder_L             90.54
6  RowDecoder_R             90.54
7    SenseAmp_B             90.51
8    SenseAmp_T             90.51
layer number:5       UnitName  BlockTemperature
0       Frame_B             91.67
1       Frame_L             91.70
2       Frame_R             91.70
3       Frame_T             91.67
4      MemArray             93.36
5  RowDecoder_L             90.43
6  RowDecoder_R             90.43
7    SenseAmp_B             90.40
8    SenseAmp_T             90.40
layer number:6       UnitName  BlockTemperature
0       Frame_B             90.91
1       Frame_L             90.94
2       Frame_R             90.94
3       Frame_T             90.91
4      MemArray             93.26
5  RowDecoder_L             90.33
6  RowDecoder_R             90.33
7    SenseAmp_B             90.30
8    SenseAmp_T             90.30
layer number:7       UnitName  BlockTemperature
0       Frame_B             90.16
1       Frame_L             90.18
2       Frame_R             90.18
3       Frame_T             90.16
4      MemArray             93.14
5  RowDecoder_L             90.21
6  RowDecoder_R             90.21
7    SenseAmp_B             90.18
8    SenseAmp_T             90.18
layer number:8       UnitName  BlockTemperature
0       Frame_B             89.40
1       Frame_L             89.43
2       Frame_R             89.43
3       Frame_T             89.40
4      MemArray             93.04
5  RowDecoder_L             90.11
6  RowDecoder_R             90.11
7    SenseAmp_B             90.08
8    SenseAmp_T             90.08
layer number:9       UnitName  BlockTemperature
0       Frame_B             88.64
1       Frame_L             88.67
2       Frame_R             88.67
3       Frame_T             88.64
4      MemArray             92.92
5  RowDecoder_L             89.99
6  RowDecoder_R             89.99
7    SenseAmp_B             89.96
8    SenseAmp_T             89.96
layer number:10       UnitName  BlockTemperature
0       Frame_B             87.88
1       Frame_L             87.91
2       Frame_R             87.91
3       Frame_T             87.88
4      MemArray             92.82
5  RowDecoder_L             89.89
6  RowDecoder_R             89.89
7    SenseAmp_B             89.86
8    SenseAmp_T             89.86
layer number:11       UnitName  BlockTemperature
0       Frame_B             87.13
1       Frame_L             87.15
2       Frame_R             87.15
3       Frame_T             87.13
4      MemArray             92.70
5  RowDecoder_L             89.77
6  RowDecoder_R             89.77
7    SenseAmp_B             89.74
8    SenseAmp_T             89.74
layer number:12       UnitName  BlockTemperature
5       Frame_B             89.66
7       Frame_L             89.64
3    SenseAmp_B             86.37
8       Frame_R             89.64
1  RowDecoder_L             86.39
0      MemArray             86.37
2  RowDecoder_R             86.39
4    SenseAmp_T             92.60
6       Frame_T             89.66
layer number:13       UnitName  BlockTemperature
5       Frame_B             87.67
7       Frame_L             87.66
3    SenseAmp_B             84.54
8       Frame_R             87.66
1  RowDecoder_L             84.56
0      MemArray             84.54
2  RowDecoder_R             84.56
4    SenseAmp_T             90.64
6       Frame_T             87.67
step 280 layer number:0       UnitName  BlockTemperature
0       Frame_B             97.62
1       Frame_L             97.64
2       Frame_R             97.64
3       Frame_T             97.62
4      MemArray             94.62
5  RowDecoder_L             91.67
6  RowDecoder_R             91.67
7    SenseAmp_B             91.65
8    SenseAmp_T             91.65
layer number:1       UnitName  BlockTemperature
0       Frame_B             97.72
1       Frame_L             97.74
2       Frame_R             97.74
3       Frame_T             97.72
4      MemArray             94.63
5  RowDecoder_L             91.69
6  RowDecoder_R             91.69
7    SenseAmp_B             91.66
8    SenseAmp_T             91.66
layer number:2       UnitName  BlockTemperature
0       Frame_B             97.71
1       Frame_L             97.73
2       Frame_R             97.73
3       Frame_T             97.71
4      MemArray             94.62
5  RowDecoder_L             91.68
6  RowDecoder_R             91.68
7    SenseAmp_B             91.65
8    SenseAmp_T             91.65
layer number:3       UnitName  BlockTemperature
0       Frame_B             97.17
1       Frame_L             97.20
2       Frame_R             97.20
3       Frame_T             97.17
4      MemArray             94.04
5  RowDecoder_L             91.09
6  RowDecoder_R             91.09
7    SenseAmp_B             91.06
8    SenseAmp_T             91.06
layer number:4       UnitName  BlockTemperature
0       Frame_B             92.61
1       Frame_L             92.63
2       Frame_R             92.63
3       Frame_T             92.61
4      MemArray             93.69
5  RowDecoder_L             90.74
6  RowDecoder_R             90.74
7    SenseAmp_B             90.71
8    SenseAmp_T             90.71
layer number:5       UnitName  BlockTemperature
0       Frame_B             91.85
1       Frame_L             91.88
2       Frame_R             91.88
3       Frame_T             91.85
4      MemArray             93.57
5  RowDecoder_L             90.62
6  RowDecoder_R             90.62
7    SenseAmp_B             90.59
8    SenseAmp_T             90.59
layer number:6       UnitName  BlockTemperature
0       Frame_B             91.09
1       Frame_L             91.12
2       Frame_R             91.12
3       Frame_T             91.09
4      MemArray             93.47
5  RowDecoder_L             90.52
6  RowDecoder_R             90.52
7    SenseAmp_B             90.49
8    SenseAmp_T             90.49
layer number:7       UnitName  BlockTemperature
0       Frame_B             90.33
1       Frame_L             90.36
2       Frame_R             90.36
3       Frame_T             90.33
4      MemArray             93.35
5  RowDecoder_L             90.40
6  RowDecoder_R             90.40
7    SenseAmp_B             90.37
8    SenseAmp_T             90.37
layer number:8       UnitName  BlockTemperature
0       Frame_B             89.57
1       Frame_L             89.60
2       Frame_R             89.60
3       Frame_T             89.57
4      MemArray             93.25
5  RowDecoder_L             90.30
6  RowDecoder_R             90.30
7    SenseAmp_B             90.27
8    SenseAmp_T             90.27
layer number:9       UnitName  BlockTemperature
0       Frame_B             88.82
1       Frame_L             88.84
2       Frame_R             88.84
3       Frame_T             88.82
4      MemArray             93.13
5  RowDecoder_L             90.18
6  RowDecoder_R             90.18
7    SenseAmp_B             90.15
8    SenseAmp_T             90.15
layer number:10       UnitName  BlockTemperature
0       Frame_B             88.06
1       Frame_L             88.09
2       Frame_R             88.09
3       Frame_T             88.06
4      MemArray             93.03
5  RowDecoder_L             90.08
6  RowDecoder_R             90.08
7    SenseAmp_B             90.05
8    SenseAmp_T             90.05
layer number:11       UnitName  BlockTemperature
0       Frame_B             87.30
1       Frame_L             87.33
2       Frame_R             87.33
3       Frame_T             87.30
4      MemArray             92.91
5  RowDecoder_L             89.96
6  RowDecoder_R             89.96
7    SenseAmp_B             89.93
8    SenseAmp_T             89.93
layer number:12       UnitName  BlockTemperature
5       Frame_B             89.86
7       Frame_L             89.83
3    SenseAmp_B             86.55
8       Frame_R             89.83
1  RowDecoder_L             86.57
0      MemArray             86.55
2  RowDecoder_R             86.57
4    SenseAmp_T             92.81
6       Frame_T             89.86
layer number:13       UnitName  BlockTemperature
5       Frame_B             87.86
7       Frame_L             87.84
3    SenseAmp_B             84.71
8       Frame_R             87.84
1  RowDecoder_L             84.73
0      MemArray             84.71
2  RowDecoder_R             84.73
4    SenseAmp_T             90.84
6       Frame_T             87.86
step 281 layer number:0       UnitName  BlockTemperature
0       Frame_B             97.79
1       Frame_L             97.81
2       Frame_R             97.81
3       Frame_T             97.79
4      MemArray             94.83
5  RowDecoder_L             91.87
6  RowDecoder_R             91.87
7    SenseAmp_B             91.84
8    SenseAmp_T             91.84
layer number:1       UnitName  BlockTemperature
0       Frame_B             97.89
1       Frame_L             97.92
2       Frame_R             97.92
3       Frame_T             97.89
4      MemArray             94.85
5  RowDecoder_L             91.88
6  RowDecoder_R             91.88
7    SenseAmp_B             91.85
8    SenseAmp_T             91.85
layer number:2       UnitName  BlockTemperature
0       Frame_B             97.88
1       Frame_L             97.90
2       Frame_R             97.90
3       Frame_T             97.88
4      MemArray             94.83
5  RowDecoder_L             91.87
6  RowDecoder_R             91.87
7    SenseAmp_B             91.84
8    SenseAmp_T             91.84
layer number:3       UnitName  BlockTemperature
0       Frame_B             97.35
1       Frame_L             97.37
2       Frame_R             97.37
3       Frame_T             97.35
4      MemArray             94.25
5  RowDecoder_L             91.28
6  RowDecoder_R             91.28
7    SenseAmp_B             91.25
8    SenseAmp_T             91.25
layer number:4       UnitName  BlockTemperature
0       Frame_B             92.78
1       Frame_L             92.81
2       Frame_R             92.81
3       Frame_T             92.78
4      MemArray             93.90
5  RowDecoder_L             90.93
6  RowDecoder_R             90.93
7    SenseAmp_B             90.90
8    SenseAmp_T             90.90
layer number:5       UnitName  BlockTemperature
0       Frame_B             92.02
1       Frame_L             92.05
2       Frame_R             92.05
3       Frame_T             92.02
4      MemArray             93.78
5  RowDecoder_L             90.81
6  RowDecoder_R             90.81
7    SenseAmp_B             90.78
8    SenseAmp_T             90.78
layer number:6       UnitName  BlockTemperature
0       Frame_B             91.27
1       Frame_L             91.29
2       Frame_R             91.29
3       Frame_T             91.27
4      MemArray             93.68
5  RowDecoder_L             90.71
6  RowDecoder_R             90.71
7    SenseAmp_B             90.68
8    SenseAmp_T             90.68
layer number:7       UnitName  BlockTemperature
0       Frame_B             90.51
1       Frame_L             90.54
2       Frame_R             90.54
3       Frame_T             90.51
4      MemArray             93.56
5  RowDecoder_L             90.59
6  RowDecoder_R             90.59
7    SenseAmp_B             90.57
8    SenseAmp_T             90.57
layer number:8       UnitName  BlockTemperature
0       Frame_B             89.75
1       Frame_L             89.78
2       Frame_R             89.78
3       Frame_T             89.75
4      MemArray             93.46
5  RowDecoder_L             90.49
6  RowDecoder_R             90.49
7    SenseAmp_B             90.46
8    SenseAmp_T             90.46
layer number:9       UnitName  BlockTemperature
0       Frame_B             88.99
1       Frame_L             89.02
2       Frame_R             89.02
3       Frame_T             88.99
4      MemArray             93.34
5  RowDecoder_L             90.37
6  RowDecoder_R             90.37
7    SenseAmp_B             90.35
8    SenseAmp_T             90.35
layer number:10       UnitName  BlockTemperature
0       Frame_B             88.24
1       Frame_L             88.26
2       Frame_R             88.26
3       Frame_T             88.24
4      MemArray             93.24
5  RowDecoder_L             90.27
6  RowDecoder_R             90.27
7    SenseAmp_B             90.24
8    SenseAmp_T             90.24
layer number:11       UnitName  BlockTemperature
0       Frame_B             87.48
1       Frame_L             87.50
2       Frame_R             87.50
3       Frame_T             87.48
4      MemArray             93.12
5  RowDecoder_L             90.15
6  RowDecoder_R             90.15
7    SenseAmp_B             90.12
8    SenseAmp_T             90.12
layer number:12       UnitName  BlockTemperature
5       Frame_B             90.05
7       Frame_L             90.02
3    SenseAmp_B             86.72
8       Frame_R             90.02
1  RowDecoder_L             86.75
0      MemArray             86.72
2  RowDecoder_R             86.75
4    SenseAmp_T             93.02
6       Frame_T             90.05
layer number:13       UnitName  BlockTemperature
5       Frame_B             88.05
7       Frame_L             88.03
3    SenseAmp_B             84.89
8       Frame_R             88.03
1  RowDecoder_L             84.91
0      MemArray             84.89
2  RowDecoder_R             84.91
4    SenseAmp_T             91.05
6       Frame_T             88.05
step 282 layer number:0       UnitName  BlockTemperature
0       Frame_B             97.94
1       Frame_L             97.97
2       Frame_R             97.97
3       Frame_T             97.94
4      MemArray             95.02
5  RowDecoder_L             92.04
6  RowDecoder_R             92.04
7    SenseAmp_B             92.01
8    SenseAmp_T             92.01
layer number:1       UnitName  BlockTemperature
0       Frame_B             98.05
1       Frame_L             98.07
2       Frame_R             98.07
3       Frame_T             98.05
4      MemArray             95.04
5  RowDecoder_L             92.06
6  RowDecoder_R             92.06
7    SenseAmp_B             92.03
8    SenseAmp_T             92.03
layer number:2       UnitName  BlockTemperature
0       Frame_B             98.04
1       Frame_L             98.06
2       Frame_R             98.06
3       Frame_T             98.04
4      MemArray             95.02
5  RowDecoder_L             92.04
6  RowDecoder_R             92.04
7    SenseAmp_B             92.02
8    SenseAmp_T             92.02
layer number:3       UnitName  BlockTemperature
0       Frame_B             97.50
1       Frame_L             97.52
2       Frame_R             97.52
3       Frame_T             97.50
4      MemArray             94.44
5  RowDecoder_L             91.46
6  RowDecoder_R             91.46
7    SenseAmp_B             91.43
8    SenseAmp_T             91.43
layer number:4       UnitName  BlockTemperature
0       Frame_B             92.94
1       Frame_L             92.97
2       Frame_R             92.97
3       Frame_T             92.94
4      MemArray             94.09
5  RowDecoder_L             91.10
6  RowDecoder_R             91.10
7    SenseAmp_B             91.08
8    SenseAmp_T             91.08
layer number:5       UnitName  BlockTemperature
0       Frame_B             92.19
1       Frame_L             92.21
2       Frame_R             92.21
3       Frame_T             92.19
4      MemArray             93.97
5  RowDecoder_L             90.99
6  RowDecoder_R             90.99
7    SenseAmp_B             90.96
8    SenseAmp_T             90.96
layer number:6       UnitName  BlockTemperature
0       Frame_B             91.43
1       Frame_L             91.45
2       Frame_R             91.45
3       Frame_T             91.43
4      MemArray             93.87
5  RowDecoder_L             90.89
6  RowDecoder_R             90.89
7    SenseAmp_B             90.86
8    SenseAmp_T             90.86
layer number:7       UnitName  BlockTemperature
0       Frame_B             90.67
1       Frame_L             90.70
2       Frame_R             90.70
3       Frame_T             90.67
4      MemArray             93.75
5  RowDecoder_L             90.77
6  RowDecoder_R             90.77
7    SenseAmp_B             90.74
8    SenseAmp_T             90.74
layer number:8       UnitName  BlockTemperature
0       Frame_B             89.91
1       Frame_L             89.94
2       Frame_R             89.94
3       Frame_T             89.91
4      MemArray             93.65
5  RowDecoder_L             90.67
6  RowDecoder_R             90.67
7    SenseAmp_B             90.64
8    SenseAmp_T             90.64
layer number:9       UnitName  BlockTemperature
0       Frame_B             89.15
1       Frame_L             89.18
2       Frame_R             89.18
3       Frame_T             89.15
4      MemArray             93.54
5  RowDecoder_L             90.55
6  RowDecoder_R             90.55
7    SenseAmp_B             90.52
8    SenseAmp_T             90.52
layer number:10       UnitName  BlockTemperature
0       Frame_B             88.40
1       Frame_L             88.42
2       Frame_R             88.42
3       Frame_T             88.40
4      MemArray             93.43
5  RowDecoder_L             90.45
6  RowDecoder_R             90.45
7    SenseAmp_B             90.42
8    SenseAmp_T             90.42
layer number:11       UnitName  BlockTemperature
0       Frame_B             87.64
1       Frame_L             87.67
